word5,word6,word7,word8,word9,word10,word11,word12,word13,word14,word15,word16,affiliation,compound,pos,neg,neu,frequency,sentiment
art,”,marbled,soaps,made,coconut,oils,activated,charcoal,moroccan,red,clay,Left,0.0,0.0,0.0,1.0,3153,Neutral
ship,pia,buypia,third,eye,ring,vermeil,recipient,’,keen,remembering,time,Left,0.4,0.082,0.0,0.918,747,Positive
beautiful,ready,gifted,”,sounds,buygreengardann,’,autumn,box,gifts,kislin,pointed,Left,0.8,0.198,0.0,0.802,510,Positive
recommendation,cheeky,wi,charm,designer,marta,kontos,says,“,would,fitting,year,Left,0.4,0.088,0.0,0.912,747,Positive
holidays,especially,living,somewhere,warm,”,knowles,fan,brand,tigra,tigra,buycasa,Left,0.7,0.207,0.0,0.793,361,Positive
knowles,fan,brand,tigra,tigra,buycasa,milagro,lamp,chico,last,year,veronica,Left,0.3,0.073,0.0,0.927,461,Positive
covered,everything,stocking,medicine,cabinet,adopting,’,especially,passionate,running,she,worked,Left,0.6,0.116,0.0,0.884,517,Positive
giftable,including,energizing,tea,reid,bought,sounds,buysounds,soap,dish,brick,brand,Left,0.5,0.094,0.0,0.906,568,Positive
trees,christmas,ornament,royal,holiday,protagonist,helps,stranded,mother,find,shelter,father,Left,0.6,0.159,0.0,0.841,517,Positive
bed,bath,beyond,buymichaels,taffeta,wired,cane,stripe,jumbo,ribbon,celebrate,christmas,Left,0.6,0.113,0.0,0.887,517,Positive
lisowski,worked,hallmark,’,nashville,christmas,find,make,home,look,festive,ones,Left,0.5,0.097,0.0,0.903,568,Positive
navarro,cheerleaders,wear,coolest,plus,size,,,,,,,Left,0.3,0.071,0.0,0.929,461,Positive
hill,buymantle,window,décormichaels,magnolia,leaf,ashland,create,“,festive,base,nature,Left,0.6,0.159,0.0,0.841,517,Positive
effect,flock,tree,already,set,decorator,twist,worked,hallmark,’,glenbrooke,christmas,Left,0.0,0.0,0.0,1.0,3153,Neutral
modern,look,lisowski,his,set,decorator,brink,used,home,’,wintertide,collection,Left,0.0,0.0,0.0,1.0,3153,Neutral
superstar,led,fold,flat,silver,moravian,light,lisowski,loves,folding,plastic,lights,Left,0.6,0.113,0.0,0.887,517,Positive
michaels,buy,code,20madebyyoupottery,barn,classic,personalized,stockings,need,new,stockings,year,Left,0.0,0.0,0.0,1.0,3153,Neutral
nashville,christmas,carol,follows,television,producer,she,attempts,stage,country,music,christmas,Left,0.0,0.0,0.0,1.0,3153,Neutral
plus,size,jeans,next,status,candle,part,time,sitter,photo,hallmarkhallmark,known,Left,0.0,0.0,0.0,1.0,3153,Neutral
’,good,company,thermapen,comes,recommended,mike,mills,17th,st,bbq,murphysboro,Left,0.6,0.148,0.0,0.852,517,Positive
top,performers,roundup,best,notebooks,writer,pariso,tested,particularly,fond,“,dotted,Left,0.8,0.261,0.0,0.739,510,Positive
—,relatively,affordable,grinder,would,make,enough,upgrade,according,paul,schlader,head,Left,0.0,0.0,0.0,1.0,3153,Neutral
busy,work,outfor,dad,always,refers,“,firenze,”,dad,’,rather,Left,0.0,0.0,0.0,1.0,3153,Neutral
surfaces,cleaning,kit,strategist,deputy,editor,builder,calls,drillbrush,—,brush,attachment,Left,0.3,0.073,0.0,0.927,461,Positive
particularly,fond,“,dotted,grid,”,layout,she,says,“,gives,right,Left,0.5,0.109,0.0,0.891,568,Positive
nightsnikon,aculon,a211,binocular,according,contributor,mosteirin,’,need,telescope,“,fancy,Left,0.0,0.0,0.0,1.0,3153,Neutral
“,dotted,grid,”,page,layout,says,“,gives,right,amount,constraint,Left,0.0,0.0,0.0,1.0,3153,Neutral
girl,campus,’,room,”,caitlin,isle,agrees,salt,lamps,safe,bet,Left,0.6,0.153,0.0,0.847,517,Positive
entertaining,element,event,”,says,nicole,“,using,disposable,capture,best,moments,Left,0.8,0.215,0.0,0.785,510,Positive
necklace,always,feels,thoughtful,special,”,agrees,says,nameplate,style,jewelers,top,Left,0.8,0.263,0.0,0.737,510,Positive
cool,girl,campus,’,room,”,belle,isle,agrees,salt,lamps,safe,Left,0.7,0.219,0.0,0.781,361,Positive
’,mom,jeans,huge,hit,teens,participant,teen,poll,says,“,love,Left,0.8,0.2,0.0,0.8,510,Positive
pamper,day,”,ulta,beauty,buylush,ounces,greene,recommends,making,“,self,Left,0.7,0.18,0.0,0.82,361,Positive
cast,hbo,’,euphoria,well,beyoncé,goes,dash,tiktok,says,’,particularly,Left,0.8,0.198,0.0,0.802,510,Positive
’,rather,wear,creations,year,old,esquibel,suggests,learning,tie,dye,especially,Left,0.4,0.085,0.0,0.915,747,Positive
teens,break,screens,indonesian,fashion,influencer,nuh,says,she,’,always,excited,Left,0.3,0.079,0.0,0.921,461,Positive
movement,’,feel,suffocated,”,rae,american,eagle,jeans,she,says,she,Left,0.0,0.0,0.0,1.0,3153,Neutral
sustainably,made,pangaia,sweat,suits,fall,union,jaden,smith,tracee,ellis,ross,Left,0.0,0.0,0.0,1.0,3153,Neutral
photos,social,media,”,says,sophia,year,old,singer,million,youtube,subscribers,Left,0.0,0.0,0.0,1.0,3153,Neutral
teenage,sisters,started,making,years,old,says,bath,bomb,would,“,great,Left,0.2,0.12,0.093,0.787,347,Positive
outfitters,buyurban,outfitters,butterfly,clip,set,attridge,freyer,recommend,butterfly,clips,another,Left,0.4,0.079,0.0,0.921,747,Positive
amazon,buy,shopbop,buyae,stretch,mom,american,eagle,’,mom,jeans,huge,Left,0.5,0.129,0.0,0.871,568,Positive
every,day,part,”,she,says,fisher,buymejuri,croissant,dôme,hoops,’,Left,0.0,0.0,0.0,1.0,3153,Neutral
day,day,outfits,”,additional,reporting,menza,maxine,builder,karen,iorio,adelson,Left,0.0,0.0,0.0,1.0,3153,Neutral
additional,reporting,kaitlin,menza,maxine,builder,iorio,adelson,get,strategist,newsletter,actually,Left,0.0,0.0,0.0,1.0,3153,Neutral
expensive,earrings,mejuri,hoops,affordable,writer,ro,wore,two,weeks,straight,part,Left,0.2,0.061,0.0,0.939,347,Positive
she,says,mejuri,buyjennifer,fisher,baby,hoops,jazzy,hampton,year,old,connecticut,Left,0.0,0.0,0.0,1.0,3153,Neutral
new,issue,frankie,according,nuh,international,australia,“,artsy,full,inspiration,”,Left,0.5,0.112,0.0,0.888,568,Positive
outfits,”,additional,reporting,kaitlin,menza,builder,karen,iorio,adelson,get,strategist,Left,0.0,0.0,0.0,1.0,3153,Neutral
teenagers,young,adults,right,”,says,grace,“,great,products,aesthetically,pleasing,Left,0.9,0.292,0.0,0.708,146,Positive
add,entertaining,element,event,”,says,brooks,“,using,disposable,capture,best,Left,0.8,0.215,0.0,0.785,510,Positive
blue,jeans,”,grace,actually,prefers,air,jordans,says,“,sneakers,would,Left,0.4,0.094,0.0,0.906,747,Positive
essential,oils,instead,tiktok,star,addison,turned,spoke,she,still,teen,told,Left,0.0,0.0,0.0,1.0,3153,Neutral
waisted,ones,levi,’,”,says,amazon,buy,shopbop,buyae,stretch,mom,Left,0.2,0.059,0.0,0.941,347,Positive
buyjewelry,accessory,gifts,teen,girlsurban,outfitters,rectangle,sunglasses,freyer,says,accessories,make,Left,0.0,0.0,0.0,1.0,3153,Neutral
fit,anything,”,says,year,old,madewell,buyfjällräven,kanken,water,resistant,backpack,Left,0.4,0.082,0.0,0.918,747,Positive
taking,photos,social,media,”,says,grace,year,old,singer,million,youtube,Left,0.4,0.091,0.0,0.909,747,Positive
go,diffuser,essential,oils,instead,tiktok,addison,rae,turned,spoke,she,still,Left,0.0,0.0,0.0,1.0,3153,Neutral
suits,fall,gabrielle,union,jaden,smith,ellis,ross,fans,brand,editor,’,Left,0.0,0.0,0.0,1.0,3153,Neutral
’,expensive,’,clash,decorations,”,says,“,would,totally,home,goth,Left,0.0,0.0,0.0,1.0,3153,Neutral
easy,use,mirrorless,camera,nuh,says,“,best,gifts,received,teen,”,Left,0.8,0.215,0.0,0.785,510,Positive
appropriate,gift,’,actually,cool,teen,consulted,actual,teen,girls,—,including,Left,0.6,0.167,0.0,0.833,517,Positive
lips,variety,colors,—,including,fuchsia,copper,—,looking,perfect,daily,wear,Left,0.6,0.121,0.0,0.879,517,Positive
tallley,regaling,his,distinct,timbre,salacious,wintour,gossip,tales,karl,lagerfeld,serving,Left,-0.2,0.0,0.055,0.945,240,Negative
wash,instance,burning,question,﻿the,next,pack,noah,rugby,shirt,chris,black,Left,0.0,0.0,0.0,1.0,3153,Neutral
line,“,ask,chris,”,photo,baylissif,’,looking,powerful,hair,dryer,Left,0.4,0.097,0.0,0.903,747,Positive
