Left Political,Left Emotional,Right Political,Right Emotional,Window Size
bank,expensive,square,anchor,5
power,governor,estate,assault,5
credit,institute,video,accused,5
general,possibly,tradition,assault,5
states,program,army,suddenly,5
mississippi,appointment,gop,earthquake,5
home,worker,republican,remember,5
budget,chairwoman,democratic,author,5
policy,noted,republican,morning,5
national,indication,national,tomb,5
national,mall,national,sunset,5
education,bid,committee,morning,5
association,zoom,election,tomb,5
president,zoom,system,weeping,5
department,oppose,system,weeping,5
education,supervisor,voice,brazen,5
agenda,reference,control,serve,5
education,departed,deal,important,5
secretary,board,action,paramount,5
budget,acquisition,figures,visit,5
republicans,reference,product,permission,5
senate,rejected,product,confirmed,5
races,resident,block,medical,5
senate,neighborhood,gift,wrong,5
public,zoom,organization,stable,5
service,offer,product,century,5
secretary,bus,ultra,cover,5
education,sign,clear,launch,5
biden,store,free,daughter,5
chief,morning,sophisticated,running,5
staff,total,tactical,running,5
bipartisan,reported,biden,season,5
support,unit,right,retiring,5
federal,terrorist,review,congressman,5
student,harbor,extraordinary,trend,5
equity,combined,member,quiet,5
court,read,right,giant,5
access,exist,wing,counsel,5
suit,driver,conservative,demonstrated,5
strike,read,prime,fact,5
border,read,minister,fact,5
hundreds,refusing,extraordinary,trending,5
negative,follow,member,counter,5
economic,unabashed,right,ode,5
regulation,covered,wing,respect,5
pacific,measure,acts,angry,5
legal,average,scandal,hoping,5
paid,defined,box,forced,5
wages,gig,group,weather,5
access,study,blame,expected,5
power,daily,oslo,resist,5
defense,evidence,court,triad,5
access,period,freedom,light,5
agricultural,lose,prime,sense,5
access,sense,minister,correspondent,5
regulation,situated,freedom,accomplishment,5
bank,dollar,member,parallel,5
cameras,adviser,climate,uranium,5
cameras,morning,climate,effort,5
support,center,police,turn,5
property,center,law,incoming,5
trump,stony,defamation,walk,5
property,serve,executive,biblical,5
bank,perspective,police,evidence,5
glass,financial,executive,widespread,5
member,continue,partnership,team,5
covid,financial,magistrate,interview,5
executive,rebuild,district,chairman,5
union,previously,court,released,5
action,wife,place,directly,5
covid,small,bernstein,mistrust,5
response,extended,hate,modicum,5
world,insurance,crime,morning,5
economic,date,bernstein,deserve,5
justice,boring,roberts,punished,5
campaign,hardy,report,curb,5
campaign,plant,sponsored,demand,5
propaganda,flyer,post,senior,5
united,telephone,mail,overrule,5
exchange,moment,poor,length,5
contribution,ending,conditions,commentary,5
united,moment,nations,wan,5
communities,ending,expose,follow,5
staff,advocate,poor,replace,5
congress,spoke,conditions,sessions,5
massive,incoming,science,prosecutor,5
politician,rolling,report,swamp,5
gdp,board,politics,small,5
economy,sleeping,order,rest,5
federal,received,government,clean,5
trade,favor,official,mention,5
commission,approximately,district,sessions,5
works,qualify,sponsored,medical,5
federal,food,russian,violent,5
trade,morning,candidate,coordinate,5
home,steady,trump,panic,5
home,stream,democrat,troublesome,5
young,march,party,panic,5
young,gap,general,protecting,5
sector,vocal,recall,demanding,5
deficit,apostate,united,seek,5
leaders,board,nations,love,5
speaker,resistance,power,walk,5
crisis,partially,national,humbly,5
economy,evidence,national,god,5
party,turning,security,noted,5
policy,dramatic,security,love,5
platform,inspired,question,kindness,5
chief,failure,intelligence,lost,5
democrats,carnage,community,senior,5
home,photo,national,medical,5
farm,essay,national,project,5
pandemic,remarkable,away,medical,5
whole,photo,biden,grand,5
issue,essay,campaign,gruesome,5
post,remarkable,campaign,terms,5
agreement,fellowship,clear,cost,5
health,unencumbered,claim,perfect,5
members,jackpot,progressive,size,5
members,foundation,biden,prayer,5
poverty,covered,biden,preparation,5
works,foundation,lord,season,5
workers,covered,political,devote,5
michigan,transform,political,spiritual,5
post,reporter,voice,corporal,5
jobs,request,president,remind,5
michigan,rejection,trump,faith,5
work,board,clear,matter,5
health,medical,democrats,aisle,5
post,spread,gambit,wife,5
budget,late,democrats,agree,5
capital,detention,politics,monologue,5
cruz,detention,republicans,wife,5
president,medical,response,pass,5
district,pregnancy,call,stunt,5
press,transport,government,lesson,5
office,pretty,institutions,matter,5
school,breed,law,check,5
member,thoughts,native,fellow,5
education,killing,trump,significant,5
secretary,sheriff,seat,aspects,5
covid,defender,law,weather,5
crisis,march,native,narrow,5
loans,color,trump,pass,5
executive,versus,seat,neighborhood,5
network,establishment,republican,succession,5
public,professor,campaign,small,5
national,practice,campaign,equivalent,5
national,jail,republican,round,5
education,riddled,election,hole,5
money,center,harrington,interview,5
system,agree,election,visit,5
system,significant,harrington,heritage,5
charter,disinformation,senate,small,5
leader,status,majority,computer,5
authoritative,retroactive,lobbyist,computer,5
power,coming,general,request,5
teachers,extend,republicans,heritage,5
strike,share,majority,log,5
public,financial,chambers,point,5
schools,toll,appropriations,ground,5
reform,spoke,committee,ability,5
education,spoke,harrington,expansion,5
market,opening,republican,population,5
education,session,caucus,join,5
conditions,denying,senate,academic,5
coronavirus,crucial,control,discuss,5
positive,spoke,leaders,terminate,5
covid,opening,death,unconstitutional,5
positive,session,country,simply,5
risk,potential,special,protecting,5
coronavirus,poisoning,triangle,unborn,5
alexandria,reported,independent,sex,5
trump,clean,obama,declining,5
wants,auditor,administration,fellow,5
clear,aspects,secretary,heritage,5
air,partner,confidence,confirm,5
senator,dozen,risk,serve,5
district,killing,large,distinction,5
incumbent,center,administration,academic,5
office,period,alliance,female,5
support,wife,president,confirm,5
violence,previously,court,depth,5
deputies,tragic,filing,visit,5
district,retired,general,heritage,5
incumbent,faculty,justice,collection,5
office,epilepsy,department,academic,5
public,memory,legal,rigor,5
primary,retention,technology,excellence,5
report,received,diplomacy,proven,5
death,conditional,military,acumen,5
public,suffer,vice,temperament,5
away,daughter,china,character,5
meaningful,exposure,commission,earn,5
district,assistant,powers,recovery,5
polling,professor,report,recovery,5
election,preventive,commission,saving,5
turnout,medicine,united,fellow,5
turnout,counsel,states,institute,5
pandemic,housing,china,background,5
primary,provided,china,heritage,5
states,glacial,republican,declining,5
district,waltz,republicans,fellow,5
absentee,daughter,vice,heritage,5
ballot,seldom,president,queen,5
national,memory,election,indebted,5
national,retention,republican,desert,5
campaign,calls,election,distinction,5
campaign,mystery,general,desert,5
voting,assistant,meaningful,fight,5
campaign,center,agencies,chairman,5
campaign,advocacy,network,recovery,5
legal,senior,general,serve,5
threat,greater,marijuana,heritage,5
public,key,members,foundation,5
policy,include,members,offered,5
united,perfect,illegal,foundation,5
budget,bankruptcy,large,heritage,5
health,proceeding,media,foundation,5
public,senior,military,offered,5
policy,field,machine,heritage,5
opportunity,comment,mandatory,foundation,5
economy,specific,amendment,heritage,5
covid,center,protests,interview,5
poor,living,deep,contact,5
capital,distinguished,prisoners,release,5
capital,professor,funding,final,5
president,auditor,justice,ground,5
trump,completed,world,chairman,5
military,ethical,means,recovery,5
aid,absurd,truth,heritage,5
political,project,means,wonderful,5
political,cost,planned,heritage,5
gain,connected,parenthood,foundation,5
republicans,governor,executive,chairman,5
capital,task,services,recovery,5
president,chairwoman,health,chairman,5
trump,counsel,freedom,recovery,5
minds,board,planned,released,5
senators,wife,parenthood,join,5
strategy,cancellation,member,heritage,5
speaker,gas,jury,foundation,5
democrats,operations,trends,interview,5
articles,constituents,truth,contact,5
report,exposure,secret,meeting,5
capital,manager,world,join,5
parsons,pollution,works,moment,5
group,blood,side,avid,5
failed,concern,republican,investor,5
report,assistant,democrat,multiple,5
covid,professor,right,magazine,5
press,preventive,party,journal,5
covid,medicine,home,chronicle,5
press,facility,disease,numerous,5
police,clean,needs,industry,5
work,contaminated,partisan,board,5
biological,blood,box,chairman,5
diversity,retired,ballot,heritage,5
capital,faculty,vote,foundation,5
member,program,speaker,chairman,5
agreement,manager,democrats,heritage,5
school,clean,money,foundation,5
courts,cancer,democrats,board,5
courts,standard,senate,equipment,5
work,pollution,minority,friend,5
authority,center,leader,heritage,5
bureaucratic,scientist,senate,foundation,5
speech,profit,majority,wife,5
race,silent,biden,married,5
organization,blood,work,governor,5
staff,adjunct,home,chairman,5
communities,professor,crime,retired,5
transparency,reproductive,senator,initial,5
justice,senior,area,meeting,5
questions,scientist,speaker,conclusion,5
claim,program,senator,serve,5
leadership,manager,square,contact,5
ethics,clean,missile,disability,5
parsons,parts,threats,heritage,5
work,warned,right,foundation,5
parsons,steps,data,resources,5
leadership,exposure,address,numerous,5
ethics,weight,china,boards,5
executive,symbolic,meaningful,experience,5
communities,legally,changes,relief,5
review,binding,administration,region,5
energy,damage,rules,continue,5
management,worry,threshold,fall,5
division,unit,states,ultimately,5
covid,revive,banking,average,5
petroleum,hour,agreement,score,5
appropriations,earthquake,panel,heritage,5
general,lost,ethics,center,5
question,coal,decision,heritage,5
department,written,contract,foundation,5
oil,plan,gay,fellow,5
press,child,transgender,heritage,5
secretary,color,support,released,5
health,assessment,truth,statement,5
area,hospitality,marriage,statement,5
health,lost,union,lost,5
area,steps,biological,program,5
agency,senior,report,heritage,5
property,lecturer,jobs,foundation,5
issue,displaced,rate,released,5
member,result,research,statement,5
communities,critic,senate,released,5
voice,gas,vote,released,5
issues,ways,supreme,profit,5
issues,thinking,court,center,5
goldman,aisle,justice,heritage,5
goldman,industry,legal,foundation,5
research,professor,career,associate,5
health,regent,senators,offered,5
research,professor,vote,provisions,5
health,regent,senators,heritage,5
development,lecturer,supreme,foundation,5
limit,gas,court,center,5
trump,received,justice,steel,5
education,chevron,nation,subsequent,5
secretary,gas,legal,removal,5
clear,adjoining,career,retaliatory,5
term,owner,supreme,heritage,5
office,offered,court,foundation,5
covid,sell,legal,released,5
response,treasurer,coronavirus,statement,5
choice,friend,commission,heritage,5
south,artists,toward,foundation,5
democratic,grow,vice,nomination,5
primary,foundation,president,expert,5
biden,knowing,johnson,fellow,5
vote,keystone,background,heritage,5
democratic,building,jobs,center,5
collective,preserving,rate,savings,5
wage,chair,research,experience,5
trump,harper,united,pilot,5
political,chair,states,expect,5
political,harper,operation,serve,5
states,build,country,omnibus,5
michigan,owner,iraq,avoid,5
labor,offered,operation,heritage,5
organization,final,covid,meeting,5
rally,purpose,national,continual,5
racial,plan,national,interview,5
equity,prepare,coronavirus,contact,5
election,conduct,secretary,chairman,5
term,chair,transportation,heritage,5
majority,hopes,chief,foundation,5
jobs,anomaly,staff,heritage,5
biden,board,office,mission,5
country,silver,president,heritage,5
covid,anomaly,response,foundation,5
president,search,president,preface,5
political,provided,president,strength,5
political,real,response,heritage,5
science,elderly,law,blood,5
independent,father,executive,standard,5
outspoken,future,president,heritage,5
trump,gold,mexico,heritage,5
rubio,officer,dakota,foundation,5
oil,founder,press,institute,5
money,brown,commission,veteran,5
mexico,role,report,continued,5
traditional,holding,virtual,fellow,5
politicians,owner,public,senior,5
campaign,garb,media,fellow,5
campaign,board,national,fellow,5
influence,officer,national,chairwoman,5
regulate,published,coronavirus,heritage,5
report,memoir,united,foundation,5
report,include,states,visiting,5
production,fighting,death,fellow,5
united,received,world,institute,5
states,telling,president,heritage,5
oil,received,national,foundation,5
green,fight,national,visiting,5
space,dangerous,coronavirus,fellow,5
safe,harper,priorities,chairwoman,5
solution,oval,national,degree,5
community,outcome,national,history,5
place,ignite,coronavirus,fellow,5
obama,spiked,nation,institute,5
obama,summer,trump,heritage,5
community,childish,commission,foundation,5
council,outright,executive,extend,5
zoning,childish,vice,joined,5
order,singer,president,heritage,5
council,rye,press,award,5
members,mistaken,commission,heritage,5
members,reference,questions,foundation,5
aid,stomach,member,appointment,5
individual,desolation,commission,institute,5
